# Gumbel-Zero mlp/conv architecture sweep, follow-up round to plans/gumbel-mcts-results-5-violet-harbor.md (linear only). One row per checkpoint.
# modeltype/arch columns are the drawn --model-type and --mlp-hidden (mlp)/--conv-channels (conv) values. conv's own FC head (--mlp-hidden) is fixed empty this round, not swept.
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them, same as results-5.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_arch_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzarch_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzarch_pinned.md
block	seed	modeltype	arch	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
M33	8943	mlp	16	300	0.003	0.001	2000	32	32	8	600	40	20	4000	1541	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1541.txt	620	22	432	2.468	55-161	78-138	52	0.4	55	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M34	8944	mlp	32	500	0.01	0	8000	128	128	8	800	70	20	100	1542	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1542.txt	656	21	432	5.605	69-147	78-138	52	-1.6	53	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1542,2b456ecf,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1542,2b456ecf,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M34	8944	mlp	32	500	0.01	0	8000	128	128	8	800	70	20	400	1543	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1543.txt	796	19	432	5.331	96-120	114-102	53	0.1	64	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1543,6e8fbacd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1543,6e8fbacd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M34	8944	mlp	32	500	0.01	0	8000	128	128	8	800	70	20	1500	1544	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1544.txt	905	19	432	5.255	146-70	119-97	54	0.5	73	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1544,029ceebd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1544,029ceebd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M34	8944	mlp	32	500	0.01	0	8000	128	128	8	800	70	20	4000	1545	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1545.txt	1023	20	432	5.503	153-63	168-48	58	0.6	82	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M35	8945	mlp	64,32	500	0.003	0.001	2000	32	8	0	600	100	20	100	1546	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1546.txt	496	25	432	23.428	35-181	58-158	48	-1.8	34	0	gaz(sims=500,cvisit=600,cscale=100,m=20)@1	learned(model=1546,6cb5f683,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1546,6cb5f683,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M35	8945	mlp	64,32	500	0.003	0.001	2000	32	8	0	600	100	20	400	1547	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1547.txt	690	20	432	23.147	84-132	77-139	44	-0.6	48	0	gaz(sims=500,cvisit=600,cscale=100,m=20)@1	learned(model=1547,46ddff2f,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1547,46ddff2f,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M35	8945	mlp	64,32	500	0.003	0.001	2000	32	8	0	600	100	20	1500	1548	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1548.txt	724	20	432	23.166	55-161	121-95	55	-0.5	50	0	gaz(sims=500,cvisit=600,cscale=100,m=20)@1	learned(model=1548,6643df59,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1548,6643df59,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M35	8945	mlp	64,32	500	0.003	0.001	2000	32	8	0	600	100	20	4000	1549	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1549.txt	713	20	432	32.085	66-150	105-111	47	-0.5	48	0	gaz(sims=500,cvisit=600,cscale=100,m=20)@1	learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M36	8946	mlp	32	500	0.03	0.001	500	16	128	4	400	40	16	100	1550	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1550.txt	581	23	432	5.875	56-160	63-153	42	-0.7	46	0	gaz(sims=500,cvisit=400,cscale=40)@1	learned(model=1550,83df48dc,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1550,83df48dc,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M36	8946	mlp	32	500	0.03	0.001	500	16	128	4	400	40	16	400	1551	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1551.txt	510	25	432	6.560	33-183	64-152	46	-1.0	40	0	gaz(sims=500,cvisit=400,cscale=40)@1	learned(model=1551,eb29f1c7,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1551,eb29f1c7,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M36	8946	mlp	32	500	0.03	0.001	500	16	128	4	400	40	16	1500	1552	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1552.txt	592	22	432	6.093	61-155	62-154	44	-0.7	47	0	gaz(sims=500,cvisit=400,cscale=40)@1	learned(model=1552,8644e949,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1552,8644e949,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M36	8946	mlp	32	500	0.03	0.001	500	16	128	4	400	40	16	4000	1553	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1553.txt	569	23	432	6.013	49-167	66-150	41	-0.9	45	0	gaz(sims=500,cvisit=400,cscale=40)@1	learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M37	8947	mlp	64,32	500	0.01	0	8000	128	32	4	1000	100	8	100	1554	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1554.txt	680	20	432	21.863	81-135	76-140	52	-0.8	47	0	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1	learned(model=1554,27eb94f0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1554,27eb94f0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M37	8947	mlp	64,32	500	0.01	0	8000	128	32	4	1000	100	8	400	1555	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1555.txt	800	19	432	21.424	119-97	93-123	51	-0.3	56	0	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1	learned(model=1555,f31b7697,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1555,f31b7697,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M37	8947	mlp	64,32	500	0.01	0	8000	128	32	4	1000	100	8	1500	1556	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1556.txt	867	19	432	22.474	130-86	116-100	58	0.6	60	0	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1	learned(model=1556,c785175b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1556,c785175b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M37	8947	mlp	64,32	500	0.01	0	8000	128	32	4	1000	100	8	4000	1557	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1557.txt	941	19	432	22.187	150-66	133-83	57	0.3	65	0	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1	learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M38	8948	mlp	16	400	0.01	0.001	8000	128	128	4	400	70	16	100	1558	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1558.txt	584	22	432	3.396	62-154	58-158	51	-0.2	50	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1558,70e91a1d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1558,70e91a1d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M38	8948	mlp	16	400	0.01	0.001	8000	128	128	4	400	70	16	400	1559	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1559.txt	649	21	432	3.044	89-127	55-161	45	-0.8	56	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1559,bc3c3fe8,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1559,bc3c3fe8,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M38	8948	mlp	16	400	0.01	0.001	8000	128	128	4	400	70	16	1500	1560	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1560.txt	566	23	432	3.165	45-171	69-147	52	-0.8	49	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1560,01ae4fb5,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1560,01ae4fb5,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M38	8948	mlp	16	400	0.01	0.001	8000	128	128	4	400	70	16	4000	1561	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1561.txt	507	25	432	3.382	52-164	44-172	52	-0.8	43	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M39	8949	mlp	32	500	0.003	0	2000	32	8	0	400	70	12	100	1562	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1562.txt	458	26	432	5.598	44-172	39-177	49	-2.2	37	0	gaz(sims=500,cvisit=400,cscale=70,m=12)@1	learned(model=1562,f0df4d2e,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1562,f0df4d2e,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M39	8949	mlp	32	500	0.003	0	2000	32	8	0	400	70	12	400	1563	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1563.txt	783	19	432	5.164	106-110	98-118	50	-0.2	64	0	gaz(sims=500,cvisit=400,cscale=70,m=12)@1	learned(model=1563,9d778992,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1563,9d778992,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M39	8949	mlp	32	500	0.003	0	2000	32	8	0	400	70	12	1500	1564	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1564.txt	760	19	432	5.136	77-139	116-100	53	0.6	62	0	gaz(sims=500,cvisit=400,cscale=70,m=12)@1	learned(model=1564,c6a8a22f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1564,c6a8a22f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M39	8949	mlp	32	500	0.003	0	2000	32	8	0	400	70	12	4000	1565	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1565.txt	979	19	432	5.018	157-59	144-72	55	0.9	80	0	gaz(sims=500,cvisit=400,cscale=70,m=12)@1	learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M40	8950	mlp	64	400	0.03	0.0003	8000	128	32	4	800	40	12	100	1566	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1566.txt	566	23	432	6.790	71-145	43-173	48	-1.1	44	0	gaz(sims=400,cvisit=800,cscale=40,m=12)@1	learned(model=1566,0d2bf432,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1566,0d2bf432,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M40	8950	mlp	64	400	0.03	0.0003	8000	128	32	4	800	40	12	400	1567	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1567.txt	687	20	432	7.971	96-120	64-152	46	-1.0	53	0	gaz(sims=400,cvisit=800,cscale=40,m=12)@1	learned(model=1567,0f2d3f3e,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1567,0f2d3f3e,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M40	8950	mlp	64	400	0.03	0.0003	8000	128	32	4	800	40	12	1500	1568	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1568.txt	656	21	432	8.135	74-142	73-143	52	-0.0	51	0	gaz(sims=400,cvisit=800,cscale=40,m=12)@1	learned(model=1568,7d1212a0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1568,7d1212a0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M40	8950	mlp	64	400	0.03	0.0003	8000	128	32	4	800	40	12	4000	1569	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1569.txt	646	21	432	8.082	95-121	48-168	53	-0.7	50	0	gaz(sims=400,cvisit=800,cscale=40,m=12)@1	learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M41	8951	mlp	16	400	0.01	0.001	2000	32	8	8	400	130	12	100	1570	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1570.txt	507	25	432	2.902	59-157	37-179	43	-1.2	44	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1570,eaf9952d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1570,eaf9952d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M41	8951	mlp	16	400	0.01	0.001	2000	32	8	8	400	130	12	400	1571	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1571.txt	631	21	432	2.816	86-130	51-165	48	-0.6	55	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1571,55a5c553,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1571,55a5c553,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M41	8951	mlp	16	400	0.01	0.001	2000	32	8	8	400	130	12	1500	1572	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1572.txt	604	22	432	3.414	48-168	79-137	52	-0.5	51	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1572,301337f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1572,301337f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M41	8951	mlp	16	400	0.01	0.001	2000	32	8	8	400	130	12	4000	1573	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1573.txt	676	20	432	3.495	65-151	90-126	55	0.7	57	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M42	8952	mlp	16	500	0.01	0	2000	32	128	0	800	70	20	100	1574	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1574.txt	775	19	432	3.486	91-125	109-107	49	-0.1	66	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1574,04ad0305,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1574,04ad0305,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M42	8952	mlp	16	500	0.01	0	2000	32	128	0	800	70	20	400	1575	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1575.txt	708	20	432	3.365	64-152	105-111	55	-0.4	60	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1575,c5e73f11,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1575,c5e73f11,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M42	8952	mlp	16	500	0.01	0	2000	32	128	0	800	70	20	1500	1576	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1576.txt	754	19	432	3.390	92-124	98-118	54	0.1	64	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1576,6b0dd5da,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1576,6b0dd5da,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M42	8952	mlp	16	500	0.01	0	2000	32	128	0	800	70	20	4000	1577	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1577.txt	850	19	432	3.432	107-109	130-86	56	0.4	72	0	gaz(sims=500,cvisit=800,cscale=70,m=20)@1	learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M43	8953	mlp	16	400	0.01	0.001	2000	32	8	0	600	40	12	100	1578	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1578.txt	623	22	432	2.511	74-142	60-156	44	-1.0	55	0	gaz(sims=400,cvisit=600,cscale=40,m=12)@1	learned(model=1578,f1251950,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1578,f1251950,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M43	8953	mlp	16	400	0.01	0.001	2000	32	8	0	600	40	12	400	1579	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1579.txt	752	19	432	2.764	99-117	90-126	46	-0.2	66	0	gaz(sims=400,cvisit=600,cscale=40,m=12)@1	learned(model=1579,2ba5d9f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1579,2ba5d9f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M43	8953	mlp	16	400	0.01	0.001	2000	32	8	0	600	40	12	1500	1580	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1580.txt	575	23	432	3.121	49-167	68-148	48	-0.7	50	0	gaz(sims=400,cvisit=600,cscale=40,m=12)@1	learned(model=1580,105451ac,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1580,105451ac,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M43	8953	mlp	16	400	0.01	0.001	2000	32	8	0	600	40	12	4000	1581	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1581.txt	606	22	432	2.872	73-143	55-161	48	-0.7	53	0	gaz(sims=400,cvisit=600,cscale=40,m=12)@1	learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M44	8954	mlp	32	500	0.03	0.001	8000	128	128	8	600	70	20	100	1582	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1582.txt	541	24	432	6.515	71-145	35-181	47	-0.9	43	0	gaz(sims=500,cvisit=600,cscale=70,m=20)@1	learned(model=1582,83d4a9fb,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1582,83d4a9fb,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M44	8954	mlp	32	500	0.03	0.001	8000	128	128	8	600	70	20	400	1583	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1583.txt	625	21	432	6.648	82-134	53-163	47	-1.0	49	0	gaz(sims=500,cvisit=600,cscale=70,m=20)@1	learned(model=1583,c43f6886,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1583,c43f6886,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M44	8954	mlp	32	500	0.03	0.001	8000	128	128	8	600	70	20	1500	1584	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1584.txt	604	22	432	6.552	77-139	50-166	46	-0.7	48	0	gaz(sims=500,cvisit=600,cscale=70,m=20)@1	learned(model=1584,20636496,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1584,20636496,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M44	8954	mlp	32	500	0.03	0.001	8000	128	128	8	600	70	20	4000	1585	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1585.txt	553	23	432	6.694	48-168	62-154	44	-0.8	44	0	gaz(sims=500,cvisit=600,cscale=70,m=20)@1	learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M45	8955	mlp	64	300	0.003	0	500	16	128	8	400	100	16	100	1586	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1586.txt	687	20	432	4.696	84-132	76-140	46	-0.9	56	0	gaz(sims=300,cvisit=400,cscale=100)@1	learned(model=1586,c1694b68,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1586,c1694b68,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M45	8955	mlp	64	300	0.003	0	500	16	128	8	400	100	16	400	1587	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1587.txt	765	19	432	4.823	101-115	94-122	48	-0.1	62	0	gaz(sims=300,cvisit=400,cscale=100)@1	learned(model=1587,8f00ace0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1587,8f00ace0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M45	8955	mlp	64	300	0.003	0	500	16	128	8	400	100	16	1500	1588	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1588.txt	754	19	432	4.995	86-130	104-112	55	-0.6	61	0	gaz(sims=300,cvisit=400,cscale=100)@1	learned(model=1588,26ed3c62,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1588,26ed3c62,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M45	8955	mlp	64	300	0.003	0	500	16	128	8	400	100	16	4000	1589	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1589.txt	852	19	432	4.843	112-104	126-90	52	0.0	70	0	gaz(sims=300,cvisit=400,cscale=100)@1	learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
