# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_joint_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzjoint_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzjoint_pinned.md
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
R62	8862	400	0.03	0.001	500	16	8	0	400	100	20	100	1246	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1246.txt	601	22	432	1.060	66-150	60-156	40	-1.0	60	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1246,07f6978d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1246,07f6978d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R62	8862	400	0.03	0.001	500	16	8	0	400	100	20	400	1247	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1247.txt	537	24	432	1.167	60-156	45-171	41	-0.8	53	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1247,83196610,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1247,83196610,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R62	8862	400	0.03	0.001	500	16	8	0	400	100	20	1500	1248	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1248.txt	569	23	432	1.128	66-150	49-167	42	-1.2	56	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1248,60f44616,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1248,60f44616,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R62	8862	400	0.03	0.001	500	16	8	0	400	100	20	4000	1249	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1249.txt	595	22	432	1.107	70-146	54-162	42	-0.9	59	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1249,fdb90bb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1249,fdb90bb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R63	8863	300	0.003	0.001	500	16	128	0	800	70	16	100	1250	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1250.txt	569	23	432	0.754	55-161	60-156	40	-1.2	60	0	gaz(sims=300,cvisit=800,cscale=70)@1	learned(model=1250,834374cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1250,834374cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R63	8863	300	0.003	0.001	500	16	128	0	800	70	16	400	1251	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1251.txt	578	23	432	0.776	58-158	60-156	41	-1.1	60	0	gaz(sims=300,cvisit=800,cscale=70)@1	learned(model=1251,108ed8f4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1251,108ed8f4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R63	8863	300	0.003	0.001	500	16	128	0	800	70	16	1500	1252	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1252.txt	531	24	432	0.969	39-177	64-152	44	-1.5	54	0	gaz(sims=300,cvisit=800,cscale=70)@1	learned(model=1252,06b9c05f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1252,06b9c05f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R63	8863	300	0.003	0.001	500	16	128	0	800	70	16	4000	1253	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1253.txt	550	23	432	0.846	39-177	70-146	42	-1.2	57	0	gaz(sims=300,cvisit=800,cscale=70)@1	learned(model=1253,aa3e5817,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1253,aa3e5817,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R64	8864	400	0.003	0.001	500	16	128	8	600	40	20	100	1254	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1254.txt	500	25	432	1.088	58-158	36-180	41	-1.2	50	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	learned(model=1254,b0fda3c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1254,b0fda3c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R64	8864	400	0.003	0.001	500	16	128	8	600	40	20	400	1255	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1255.txt	521	24	432	1.028	56-160	44-172	38	-0.5	52	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	learned(model=1255,1ec497f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1255,1ec497f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R64	8864	400	0.003	0.001	500	16	128	8	600	40	20	1500	1256	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1256.txt	496	25	432	1.254	64-152	29-187	41	-1.2	48	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	learned(model=1256,39a4597a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1256,39a4597a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R64	8864	400	0.003	0.001	500	16	128	8	600	40	20	4000	1257	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1257.txt	572	23	432	1.130	68-148	48-168	42	-0.7	56	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	learned(model=1257,0ab7a4fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1257,0ab7a4fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R65	8865	400	0.03	0	2000	32	8	0	600	130	20	100	1258	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1258.txt	581	23	432	1.130	58-158	61-155	45	-0.7	57	0	gaz(sims=400,cvisit=600,cscale=130,m=20)@1	learned(model=1258,caeaf1cc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1258,caeaf1cc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R65	8865	400	0.03	0	2000	32	8	0	600	130	20	400	1259	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1259.txt	606	22	432	1.217	62-154	66-150	48	-0.7	59	0	gaz(sims=400,cvisit=600,cscale=130,m=20)@1	learned(model=1259,c02f5791,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1259,c02f5791,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R65	8865	400	0.03	0	2000	32	8	0	600	130	20	1500	1260	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1260.txt	524	24	432	1.283	57-159	44-172	52	-0.5	51	0	gaz(sims=400,cvisit=600,cscale=130,m=20)@1	learned(model=1260,2ba84c35,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1260,2ba84c35,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R65	8865	400	0.03	0	2000	32	8	0	600	130	20	4000	1261	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1261.txt	680	20	432	1.273	72-144	85-131	52	0.9	66	0	gaz(sims=400,cvisit=600,cscale=130,m=20)@1	learned(model=1261,38904d25,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1261,38904d25,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R66	8866	500	0.003	0.001	8000	128	32	4	1000	70	20	100	1262	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1262.txt	470	26	432	2.639	47-169	39-177	50	-0.8	41	0	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1	learned(model=1262,91f14063,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1262,91f14063,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R66	8866	500	0.003	0.001	8000	128	32	4	1000	70	20	400	1263	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1263.txt	517	24	432	1.528	41-175	58-158	45	-0.6	49	0	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1	learned(model=1263,9afcd85a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1263,9afcd85a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R66	8866	500	0.003	0.001	8000	128	32	4	1000	70	20	1500	1264	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1264.txt	450	27	432	1.671	30-186	51-165	44	-1.1	42	0	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1	learned(model=1264,dfccf4ad,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1264,dfccf4ad,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R66	8866	500	0.003	0.001	8000	128	32	4	1000	70	20	4000	1265	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1265.txt	550	23	432	1.506	42-174	67-149	43	-0.8	52	0	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1	learned(model=1265,88b7d4ce,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1265,88b7d4ce,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R67	8867	500	0.01	0.001	8000	128	8	8	400	100	8	100	1266	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1266.txt	373	30	432	2.773	36-180	28-188	45	-1.5	33	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1266,fc18ddbf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1266,fc18ddbf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R67	8867	500	0.01	0.001	8000	128	8	8	400	100	8	400	1267	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1267.txt	507	25	432	1.704	57-159	39-177	46	-0.4	47	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1267,8c543baa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1267,8c543baa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R67	8867	500	0.01	0.001	8000	128	8	8	400	100	8	1500	1268	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1268.txt	572	23	432	1.438	74-142	42-174	45	-0.4	55	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1268,e8dae432,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1268,e8dae432,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R67	8867	500	0.01	0.001	8000	128	8	8	400	100	8	4000	1269	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1269.txt	493	25	432	1.649	56-160	36-180	48	-0.9	46	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1269,49e1cb75,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1269,49e1cb75,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R68	8868	400	0.01	0	500	16	32	0	400	100	8	100	1270	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1270.txt	560	23	432	1.181	51-165	61-155	46	-0.7	55	0	gaz(sims=400,cvisit=400,cscale=100,m=8)@1	learned(model=1270,20fe0e0f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1270,20fe0e0f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R68	8868	400	0.01	0	500	16	32	0	400	100	8	400	1271	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1271.txt	646	21	432	1.294	69-147	74-142	49	-0.4	62	0	gaz(sims=400,cvisit=400,cscale=100,m=8)@1	learned(model=1271,6431bf57,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1271,6431bf57,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R68	8868	400	0.01	0	500	16	32	0	400	100	8	1500	1272	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1272.txt	606	22	432	1.295	50-166	78-138	53	-0.1	59	0	gaz(sims=400,cvisit=400,cscale=100,m=8)@1	learned(model=1272,42ee7118,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1272,42ee7118,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R68	8868	400	0.01	0	500	16	32	0	400	100	8	4000	1273	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1273.txt	572	23	432	1.352	71-145	45-171	50	0.4	55	0	gaz(sims=400,cvisit=400,cscale=100,m=8)@1	learned(model=1273,d60ec8da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1273,d60ec8da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R69	8869	500	0.003	0.001	500	16	32	8	600	130	12	100	1274	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1274.txt	569	23	432	1.595	59-157	56-160	45	-1.1	53	0	gaz(sims=500,cvisit=600,cscale=130,m=12)@1	learned(model=1274,53435cb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1274,53435cb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R69	8869	500	0.003	0.001	500	16	32	8	600	130	12	400	1275	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1275.txt	485	25	432	1.684	60-156	30-186	47	-0.4	45	0	gaz(sims=500,cvisit=600,cscale=130,m=12)@1	learned(model=1275,1b47a90e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1275,1b47a90e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R69	8869	500	0.003	0.001	500	16	32	8	600	130	12	1500	1276	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1276.txt	424	28	432	1.768	42-174	33-183	43	-0.8	39	0	gaz(sims=500,cvisit=600,cscale=130,m=12)@1	learned(model=1276,1d3b871e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1276,1d3b871e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R69	8869	500	0.003	0.001	500	16	32	8	600	130	12	4000	1277	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1277.txt	541	24	432	1.729	63-153	43-173	46	-0.8	50	0	gaz(sims=500,cvisit=600,cscale=130,m=12)@1	learned(model=1277,30fe3ecf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1277,30fe3ecf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R70	8870	400	0.03	0.001	2000	32	8	8	1000	70	8	100	1278	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1278.txt	489	25	432	1.403	41-175	50-166	45	-1.2	47	0	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1	learned(model=1278,354edaf4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1278,354edaf4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R70	8870	400	0.03	0.001	2000	32	8	8	1000	70	8	400	1279	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1279.txt	537	24	432	1.190	45-171	60-156	41	-0.7	53	0	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1	learned(model=1279,bfb505a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1279,bfb505a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R70	8870	400	0.03	0.001	2000	32	8	8	1000	70	8	1500	1280	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1280.txt	485	25	432	1.313	43-173	47-169	44	-0.9	47	0	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1	learned(model=1280,420a413e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1280,420a413e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R70	8870	400	0.03	0.001	2000	32	8	8	1000	70	8	4000	1281	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1281.txt	406	28	432	1.327	31-185	40-176	46	-0.7	39	0	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1	learned(model=1281,689647d6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1281,689647d6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R71	8871	500	0.01	0.001	500	16	8	4	400	70	16	100	1282	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1282.txt	575	23	432	1.492	59-157	58-158	41	-0.6	55	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1282,702678ef,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1282,702678ef,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R71	8871	500	0.01	0.001	500	16	8	4	400	70	16	400	1283	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1283.txt	541	24	432	1.409	45-171	61-155	43	-0.7	52	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1283,1f0c1f7c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1283,1f0c1f7c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R71	8871	500	0.01	0.001	500	16	8	4	400	70	16	1500	1284	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1284.txt	572	23	432	1.324	53-163	63-153	44	-0.8	55	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1284,bc6715dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1284,bc6715dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R71	8871	500	0.01	0.001	500	16	8	4	400	70	16	4000	1285	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1285.txt	563	23	432	1.401	51-165	62-154	40	-0.9	54	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1285,50c2234f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1285,50c2234f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R72	8872	500	0.01	0.001	2000	32	32	8	600	100	12	100	1286	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1286.txt	628	21	432	2.619	73-143	63-153	50	-0.4	55	0	gaz(sims=500,cvisit=600,cscale=100,m=12)@1	learned(model=1286,7a1ba98a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1286,7a1ba98a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R72	8872	500	0.01	0.001	2000	32	32	8	600	100	12	400	1287	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1287.txt	493	25	432	1.688	32-184	60-156	45	-0.8	46	0	gaz(sims=500,cvisit=600,cscale=100,m=12)@1	learned(model=1287,e4f7c9c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1287,e4f7c9c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R72	8872	500	0.01	0.001	2000	32	32	8	600	100	12	1500	1288	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1288.txt	510	25	432	1.833	34-182	63-153	48	-0.8	47	0	gaz(sims=500,cvisit=600,cscale=100,m=12)@1	learned(model=1288,15e71929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1288,15e71929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R72	8872	500	0.01	0.001	2000	32	32	8	600	100	12	4000	1289	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1289.txt	514	25	432	1.552	36-180	62-154	46	-1.0	48	0	gaz(sims=500,cvisit=600,cscale=100,m=12)@1	learned(model=1289,8a04885b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1289,8a04885b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R73	8873	500	0.003	0.001	2000	32	32	0	800	130	8	100	1290	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1290.txt	481	26	432	1.667	53-163	36-180	41	-1.2	45	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1290,b183287a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1290,b183287a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R73	8873	500	0.003	0.001	2000	32	32	0	800	130	8	400	1291	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1291.txt	485	25	432	1.643	56-160	34-182	43	-1.3	45	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1291,892c7ed3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1291,892c7ed3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R73	8873	500	0.003	0.001	2000	32	32	0	800	130	8	1500	1292	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1292.txt	462	26	432	1.578	49-167	35-181	42	-1.2	43	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1292,5d4d04a5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1292,5d4d04a5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R73	8873	500	0.003	0.001	2000	32	32	0	800	130	8	4000	1293	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1293.txt	528	24	432	1.563	60-156	42-174	42	-0.8	50	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1293,ce58693b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1293,ce58693b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R74	8874	300	0.003	0.001	500	16	8	0	400	130	20	100	1294	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1294.txt	521	24	432	0.876	51-165	49-167	43	-1.2	53	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1294,b25ea1d5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1294,b25ea1d5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R74	8874	300	0.003	0.001	500	16	8	0	400	130	20	400	1295	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1295.txt	458	26	432	0.905	39-177	44-172	42	-1.4	47	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1295,90c38aee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1295,90c38aee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R74	8874	300	0.003	0.001	500	16	8	0	400	130	20	1500	1296	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1296.txt	510	25	432	0.835	43-173	54-162	40	-1.2	53	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1296,e01a8291,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1296,e01a8291,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R74	8874	300	0.003	0.001	500	16	8	0	400	130	20	4000	1297	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1297.txt	402	28	432	0.909	23-193	47-169	43	-1.2	41	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1297,2eebf0f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1297,2eebf0f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
